_id,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,country_3_letter_code
66743e45a04e59671e0a3215,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,Stefania CONSTANTINI,Italy,IT,ITA
66743e45a04e59671e0a3216,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,Amos MOSANER,Italy,IT,ITA
66743e45a04e59671e0a3217,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,Kristin SKASLIEN,Norway,NO,NOR
66743e45a04e59671e0a3218,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,Magnus NEDREGOTTEN,Norway,NO,NOR
66743e45a04e59671e0a3219,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,Almida DE VAL,Sweden,SE,SWE
66743e45a04e59671e0a321a,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,Oskar ERIKSSON,Sweden,SE,SWE
66743e45a04e59671e0a321b,Curling,beijing-2022,Women,Women,GOLD,GameTeam,Great Britain,,Great Britain,GB,GBR
66743e45a04e59671e0a321c,Curling,beijing-2022,Women,Women,SILVER,GameTeam,Japan,,Japan,JP,JPN
66743e45a04e59671e0a321d,Curling,beijing-2022,Women,Women,BRONZE,GameTeam,Sweden,,Sweden,SE,SWE
66743e45a04e59671e0a321e,Curling,beijing-2022,Men,Men,GOLD,GameTeam,Sweden,,Sweden,SE,SWE
66743e45a04e59671e0a321f,Curling,beijing-2022,Men,Men,SILVER,GameTeam,Great Britain,,Great Britain,GB,GBR
66743e45a04e59671e0a3220,Curling,beijing-2022,Men,Men,BRONZE,GameTeam,Canada,,Canada,CA,CAN
66743e45a04e59671e0a3221,Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,,Mikael KINGSBURY,Canada,CA,CAN
66743e45a04e59671e0a3222,Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,,Walter WALLBERG,Sweden,SE,SWE
66743e45a04e59671e0a3223,Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,,Ikuma HORISHIMA,Japan,JP,JPN
66743e45a04e59671e0a3224,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,,Nico PORTEOUS,New Zealand,NZ,NZL
66743e45a04e59671e0a3225,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,,David WISE,United States of America,US,USA
66743e45a04e59671e0a3226,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,,Alex FERREIRA,United States of America,US,USA
66743e45a04e59671e0a3227,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,,Henrik HARLAUT,Sweden,SE,SWE
66743e45a04e59671e0a3228,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,,Birk RUUD,Norway,NO,NOR
66743e45a04e59671e0a3229,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,,Colby STEVENSON,United States of America,US,USA
66743e45a04e59671e0a322a,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,,Sergey RIDZIK,ROC,ROC,ROC
66743e45a04e59671e0a322b,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,,Alex FIVA,Switzerland,CH,SUI
66743e45a04e59671e0a322c,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,,Ryan REGEZ,Switzerland,CH,SUI
66743e45a04e59671e0a322d,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,,Mathilde GREMAUD,Switzerland,CH,SUI
66743e45a04e59671e0a322e,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,,Ailing Eileen GU,People's Republic of China,CN,CHN
66743e45a04e59671e0a322f,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,,Tess LEDEUX,France,FR,FRA
66743e45a04e59671e0a3230,Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,,Jaelin KAUF,United States of America,US,USA
66743e45a04e59671e0a3231,Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,,Jakara ANTHONY,Australia,AU,AUS
66743e45a04e59671e0a3232,Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,,Anastasiia SMIRNOVA,ROC,ROC,ROC
66743e45a04e59671e0a3233,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,GOLD,GameTeam,United States,,United States of America,US,USA
66743e45a04e59671e0a3234,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,SILVER,GameTeam,China,,People's Republic of China,CN,CHN
66743e45a04e59671e0a3235,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,BRONZE,GameTeam,Canada,,Canada,CA,CAN
66743e45a04e59671e0a3236,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,,Marielle THOMPSON,Canada,CA,CAN
66743e45a04e59671e0a3237,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,,Sandra NAESLUND,Sweden,SE,SWE
66743e45a04e59671e0a3238,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,,Daniela MAIER,Germany,DE,GER
66743e45a04e59671e0a3239,Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,,Ilia BUROV,ROC,ROC,ROC
66743e45a04e59671e0a323a,Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,,Guangpu QI,People's Republic of China,CN,CHN
66743e45a04e59671e0a323b,Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,,Oleksandr ABRAMENKO,Ukraine,UA,UKR
66743e45a04e59671e0a323c,Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,,Hanna HUSKOVA,Belarus,BY,BLR
66743e45a04e59671e0a323d,Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,,Mengtao XU,People's Republic of China,CN,CHN
66743e45a04e59671e0a323e,Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,,Megan NICK,United States of America,US,USA
66743e45a04e59671e0a323f,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,,Cassie SHARPE,Canada,CA,CAN
66743e45a04e59671e0a3240,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,,Ailing Eileen GU,People's Republic of China,CN,CHN
66743e45a04e59671e0a3241,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,,Rachel KARKER,Canada,CA,CAN
66743e45a04e59671e0a3242,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,,Ailing Eileen GU,People's Republic of China,CN,CHN
66743e45a04e59671e0a3243,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,,Mathilde GREMAUD,Switzerland,CH,SUI
66743e45a04e59671e0a3244,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,,Kelly SILDARU,Estonia,EE,EST
66743e45a04e59671e0a3245,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,,Nicholas GOEPPER,United States of America,US,USA
66743e45a04e59671e0a3246,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,,Jesper TJADER,Sweden,SE,SWE
66743e45a04e59671e0a3247,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,,Alexander HALL,United States of America,US,USA
66743e45a04e59671e0a3248,Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,,Suzanne SCHULTING,Netherlands,NL,NED
66743e45a04e59671e0a3249,Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,,Kim BOUTIN,Canada,CA,CAN
66743e45a04e59671e0a324a,Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,,Arianna FONTANA,Italy,IT,ITA
66743e45a04e59671e0a324b,Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,,Steven DUBOIS,Canada,CA,CAN
66743e45a04e59671e0a324c,Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,,Shaoang LIU,Hungary,HU,HUN
66743e45a04e59671e0a324d,Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,,Konstantin IVLIEV,ROC,ROC,ROC
66743e45a04e59671e0a324e,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,GOLD,GameTeam,Canada,,Canada,CA,CAN
66743e45a04e59671e0a324f,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,SILVER,GameTeam,Republic of Korea,,Republic of Korea,KR,KOR
66743e45a04e59671e0a3250,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,BRONZE,GameTeam,Italy,,Italy,IT,ITA
66743e45a04e59671e0a3251,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,People's Republic of China,,People's Republic of China,CN,CHN
66743e45a04e59671e0a3252,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Italy,,Italy,IT,ITA
66743e45a04e59671e0a3253,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Hungary,,Hungary,HU,HUN
66743e45a04e59671e0a3254,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,,Semen ELISTRATOV,ROC,ROC,ROC
66743e45a04e59671e0a3255,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,,Daeheon HWANG,Republic of Korea,KR,KOR
66743e45a04e59671e0a3256,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,,Steven DUBOIS,Canada,CA,CAN
66743e45a04e59671e0a3257,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,,Ziwei REN,People's Republic of China,CN,CHN
66743e45a04e59671e0a3258,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,,Wenlong LI,People's Republic of China,CN,CHN
66743e45a04e59671e0a3259,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,,Shaoang LIU,Hungary,HU,HUN
66743e45a04e59671e0a325a,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,GOLD,GameTeam,Netherlands,,Netherlands,NL,NED
66743e45a04e59671e0a325b,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,SILVER,GameTeam,Republic of Korea,,Republic of Korea,KR,KOR
66743e45a04e59671e0a325c,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,BRONZE,GameTeam,People's Republic of China,,People's Republic of China,CN,CHN
66743e45a04e59671e0a325d,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,,Suzanne SCHULTING,Netherlands,NL,NED
66743e45a04e59671e0a325e,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,,Minjeong CHOI,Republic of Korea,KR,KOR
66743e45a04e59671e0a325f,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,,Hanne DESMET,Belgium,BE,BEL
66743e45a04e59671e0a3260,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,,Minjeong CHOI,Republic of Korea,KR,KOR
66743e45a04e59671e0a3261,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,,Suzanne SCHULTING,Netherlands,NL,NED
66743e45a04e59671e0a3262,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,,Arianna FONTANA,Italy,IT,ITA
66743e45a04e59671e0a3263,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,,Queralt CASTELLET,Spain,ES,ESP
66743e45a04e59671e0a3264,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,,Sena TOMITA,Japan,JP,JPN
66743e45a04e59671e0a3265,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,,Chloe KIM,United States of America,US,USA
66743e45a04e59671e0a3266,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,Nick BAUMGARTNER,United States of America,US,USA
66743e45a04e59671e0a3267,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,Lindsey JACOBELLIS,United States of America,US,USA
66743e45a04e59671e0a3268,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,Omar VISINTIN,Italy,IT,ITA
66743e45a04e59671e0a3269,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,Michela MOIOLI,Italy,IT,ITA
66743e45a04e59671e0a326a,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,Eliot GRONDIN,Canada,CA,CAN
66743e45a04e59671e0a326b,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,Meryeta ODINE,Canada,CA,CAN
66743e45a04e59671e0a326c,Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,,Meryeta ODINE,Canada,CA,CAN
66743e45a04e59671e0a326d,Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,,Chloe TRESPEUCH,France,FR,FRA
66743e45a04e59671e0a326e,Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,,Lindsey JACOBELLIS,United States of America,US,USA
66743e45a04e59671e0a326f,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,,Tim MASTNAK,Slovenia,SI,SLO
66743e45a04e59671e0a3270,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,,Benjamin KARL,Austria,AT,AUT
66743e45a04e59671e0a3271,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,,Vic WILD,ROC,ROC,ROC
66743e45a04e59671e0a3272,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,,Kokomo MURASE,Japan,JP,JPN
66743e45a04e59671e0a3273,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
66743e45a04e59671e0a3274,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,,Anna GASSER,Austria,AT,AUT
66743e45a04e59671e0a3275,Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,,Omar VISINTIN,Italy,IT,ITA
66743e45a04e59671e0a3276,Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,,Eliot GRONDIN,Canada,CA,CAN
66743e45a04e59671e0a3277,Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,,Alessandro HAEMMERLE,Austria,AT,AUT
66743e45a04e59671e0a3278,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,,Max PARROT,Canada,CA,CAN
66743e45a04e59671e0a3279,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,,Yiming SU,People's Republic of China,CN,CHN
66743e45a04e59671e0a327a,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,,Mark MCMORRIS,Canada,CA,CAN
66743e45a04e59671e0a327b,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,,Jan SCHERRER,Switzerland,CH,SUI
66743e45a04e59671e0a327c,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,,Ayumu HIRANO,Japan,JP,JPN
66743e45a04e59671e0a327d,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,,Scotty JAMES,Australia,AU,AUS
66743e45a04e59671e0a327e,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,,Tess COADY,Australia,AU,AUS
66743e45a04e59671e0a327f,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,,Julia MARINO,United States of America,US,USA
66743e45a04e59671e0a3280,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
66743e45a04e59671e0a3281,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,,Daniela ULBING,Austria,AT,AUT
66743e45a04e59671e0a3282,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,,Ester LEDECKA,Czech Republic,CZ,CZE
66743e45a04e59671e0a3283,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,,Gloria KOTNIK,Slovenia,SI,SLO
66743e45a04e59671e0a3284,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,,Mons ROISLAND,Norway,NO,NOR
66743e45a04e59671e0a3285,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,,Yiming SU,People's Republic of China,CN,CHN
66743e45a04e59671e0a3286,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,,Max PARROT,Canada,CA,CAN
66743e45a04e59671e0a3287,Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,Austria,,Austria,AT,AUT
66743e45a04e59671e0a3288,Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,Slovenia,,Slovenia,SI,SLO
66743e45a04e59671e0a3289,Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,Germany,,Germany,DE,GER
66743e45a04e59671e0a328a,Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,,Marius LINDVIK,Norway,NO,NOR
66743e45a04e59671e0a328b,Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,,Ryoyu KOBAYASHI,Japan,JP,JPN
66743e45a04e59671e0a328c,Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,,Karl GEIGER,Germany,DE,GER
66743e45a04e59671e0a328d,Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,Slovenia,,Slovenia,SI,SLO
66743e45a04e59671e0a328e,Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,ROC,,ROC,ROC,ROC
66743e45a04e59671e0a328f,Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,Canada,,Canada,CA,CAN
66743e45a04e59671e0a3290,Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,,Katharina ALTHAUS,Germany,DE,GER
66743e45a04e59671e0a3291,Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,,Ursa BOGATAJ,Slovenia,SI,SLO
66743e45a04e59671e0a3292,Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,,Nika KRIZNAR,Slovenia,SI,SLO
66743e45a04e59671e0a3293,Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,,Dawid KUBACKI,Poland,PL,POL
66743e45a04e59671e0a3294,Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,,Manuel FETTNER,Austria,AT,AUT
66743e45a04e59671e0a3295,Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,,Ryoyu KOBAYASHI,Japan,JP,JPN
66743e45a04e59671e0a3296,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,Mark KONDRATIUK,ROC,ROC,ROC
66743e45a04e59671e0a3297,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,Kamila VALIEVA,ROC,ROC,ROC
66743e45a04e59671e0a3298,Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,United States of America,,United States of America,US,USA
66743e45a04e59671e0a3299,Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,Japan,,Japan,JP,JPN
66743e45a04e59671e0a329a,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,Wenjing SUI,People's Republic of China,CN,CHN
66743e45a04e59671e0a329b,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,Cong HAN,People's Republic of China,CN,CHN
66743e45a04e59671e0a329c,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Evgenia TARASOVA,ROC,ROC,ROC
66743e45a04e59671e0a329d,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Vladimir MOROZOV,ROC,ROC,ROC
66743e45a04e59671e0a329e,Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Anastasia MISHINA,ROC,ROC,ROC
66743e45a04e59671e0a329f,Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Aleksandr GALLIAMOV,ROC,ROC,ROC
66743e45a04e59671e0a32a0,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Gabriella PAPADAKIS,France,FR,FRA
66743e45a04e59671e0a32a1,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Guillaume CIZERON,France,FR,FRA
66743e45a04e59671e0a32a2,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Victoria SINITSINA,ROC,ROC,ROC
66743e45a04e59671e0a32a3,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Nikita KATSALAPOV,ROC,ROC,ROC
66743e45a04e59671e0a32a4,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,Madison HUBBELL,United States of America,US,USA
66743e45a04e59671e0a32a5,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,Zachary DONOHUE,United States of America,US,USA
66743e45a04e59671e0a32a6,Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,,Anna SHCHERBAKOVA,ROC,ROC,ROC
66743e45a04e59671e0a32a7,Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,,Alexandra Trusova,ROC,ROC,ROC
66743e45a04e59671e0a32a8,Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,,Kaori SAKAMOTO,Japan,JP,JPN
66743e45a04e59671e0a32a9,Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,,Shoma UNO,Japan,JP,JPN
66743e45a04e59671e0a32aa,Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,,Nathan CHEN,United States of America,US,USA
66743e45a04e59671e0a32ab,Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,,Yuma KAGIYAMA,Japan,JP,JPN
66743e45a04e59671e0a32ac,Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,Germany,,Germany,DE,GER
66743e45a04e59671e0a32ad,Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Austria,,Austria,AT,AUT
66743e45a04e59671e0a32ae,Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Latvia,,Latvia,LV,LAT
66743e45a04e59671e0a32af,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,Tobias WENDL,Germany,DE,GER
66743e45a04e59671e0a32b0,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,Tobias ARLT,Germany,DE,GER
66743e45a04e59671e0a32b1,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,Toni EGGERT,Germany,DE,GER
66743e45a04e59671e0a32b2,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,Sascha BENECKEN,Germany,DE,GER
66743e45a04e59671e0a32b3,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,Thomas STEU,Austria,AT,AUT
66743e45a04e59671e0a32b4,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,Lorenz KOLLER,Austria,AT,AUT
66743e45a04e59671e0a32b5,Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,,Wolfgang KINDL,Austria,AT,AUT
66743e45a04e59671e0a32b6,Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,,Johannes LUDWIG,Germany,DE,GER
66743e45a04e59671e0a32b7,Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,,Dominik FISCHNALLER,Italy,IT,ITA
66743e45a04e59671e0a32b8,Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,,Anna BERREITER,Germany,DE,GER
66743e45a04e59671e0a32b9,Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,,Tatyana IVANOVA,ROC,ROC,ROC
66743e45a04e59671e0a32ba,Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,,Natalie GEISENBERGER,Germany,DE,GER
66743e45a04e59671e0a32bb,Ice Hockey,beijing-2022,Men,Men,GOLD,GameTeam,Finland,,Finland,FI,FIN
66743e45a04e59671e0a32bc,Ice Hockey,beijing-2022,Men,Men,SILVER,GameTeam,ROC,,ROC,ROC,ROC
66743e45a04e59671e0a32bd,Ice Hockey,beijing-2022,Men,Men,BRONZE,GameTeam,Slovakia,,Slovakia,SK,SVK
66743e45a04e59671e0a32be,Ice Hockey,beijing-2022,Women,Women,GOLD,GameTeam,Canada,,Canada,CA,CAN
66743e45a04e59671e0a32bf,Ice Hockey,beijing-2022,Women,Women,SILVER,GameTeam,United States,,United States of America,US,USA
66743e45a04e59671e0a32c0,Ice Hockey,beijing-2022,Women,Women,BRONZE,GameTeam,Finland,,Finland,FI,FIN
66743e45a04e59671e0a32c1,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,,Quentin FILLON MAILLET,France,FR,FRA
66743e45a04e59671e0a32c2,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,,Tarjei BOE,Norway,NO,NOR
66743e45a04e59671e0a32c3,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,BRONZE,Athlete,,Eduard LATYPOV,ROC,ROC,ROC
66743e45a04e59671e0a32c4,Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,Norway,,Norway,NO,NOR
66743e45a04e59671e0a32c5,Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,France,,France,FR,FRA
66743e45a04e59671e0a32c6,Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,ROC,,ROC,ROC,ROC
